symbol,,,,
20MICRONS,,,,
ICICIALPLV,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
ICICIAUTO,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
ICICIB22,ICICI PRUDENTIAL MUTUAL FUND - BHARAT 22 ETF,,,
ICICIBANK,Financial Services,Financial Services,Banks,Private Sector Bank
ICICIBANKN,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
ICICIBANKP,ICICI PRUDENTIAL NIFTY PRIVATE BANK ETF - NIFTY PRIVATE BANK INDEX,,,
ICICICONSU,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
ICICIFMCG,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
ICICIGI,Financial Services,Financial Services,Insurance,General Insurance
ICICIGOLD,ICICI PRUDENTIAL GOLD ETF,,,
ICICILIQ,ICICI PRUDENTIAL S&P BSE LIQUID RATE ETF,,,
ICICILOVOL,ICICI PRUDENTIAL NIFTY 100 LOW VOLATILITY 30 ETF,,,
ICICIM150,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY MIDCAP 150 ETF,,,
ICICIMCAP,ICICI PRUDENTIAL S&P BSE MIDCAP SELECT ETF,,,
ICICINF100,ICICI PRUDENTIAL NIFTY 100 ETF,,,
ICICINIFTY,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
ICICINV20,ICICI PRUDENTIAL NIFTY50 VALUE 20 ETF,,,
ICICINXT50,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY NEXT 50 ETF,,,
ICICIPHARM,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
ICICIPRULI,Financial Services,Financial Services,Insurance,Life Insurance
ICICISENSX,ICICI PRUDENTIAL S&P BSE SENSEX ETF,,,
ICICISILVE,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
ICICITECH,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
ICIL,,,,
ICRA,,,,
ICSA,,,,
IDBI,Financial Services,Financial Services,Banks,Private Sector Bank
IDBIGOLD,IDBI MUTUAL FUND - IDBI GOLD EXCHANGE TRADED FUND,,,
IDEA,,,,
IDFC,Financial Services,Financial Services,Banks,Private Sector Bank
IDFCFIRSTB,Financial Services,Financial Services,Finance,Holding Company
IDFNIFTYET,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
IEX,Financial Services,Financial Services,Capital Markets,Exchange and Data Platform
IFBAGRO,,,,
IFBIND,,,,
IFCI,Financial Services,Financial Services,Finance,Financial Institution
IFGLEXPOR,,,,
IFGLREFRAC,,,,
IGARASHI,,,,
IGL,,,,
IGPL,,,,
IHCL-RE,RE,,,
IIFL,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
IIFLNIFTY,IIFL MUTUAL FUND - IIFL NIFTY ETF,,,
IIFLSEC,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
IIFLWAM,Financial Services,Financial Services,Finance,Other Financial Services
IITL,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
IL&FSENGG,,,,
IL&FSTRANS,,,,
IMAGICAA,,,,
IMFA,,,,
IMPAL,,,,
IMPEXFERRO,,,,
INCREDIBLE,,,,
INDBANK,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
INDHOTEL,,,,
INDIABULLS,"engaged in providing consumer finance, housing finance, commercial loans, life insurance, asset management ",,,
INDIACEM,,,,
INDIAGLYCO,,,,
INDIAMART,,,,
INDIANB,Financial Services,Financial Services,Banks,Public Sector Bank
INDIANCARD,,,,
INDIANHUME,,,,
INDIGO,,,,
INDIGOPNTS,,,,
INDLMETER,,,,
INDNIPPON,,,,
INDOAMIN,,,,
INDOBORAX,,,,
INDOCO,,,,
INDORAMA,,,,
INDOSOLAR,,,,
INDOSTAR,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
INDOTECH,,,,
INDOTHAI,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
INDOWIND,Utilities,Power,Power,Electric Utilities
INDRAMEDCO,,,,
INDSWFTLAB,,,,
INDSWFTLTD,,,,
INDTERRAIN,,,,
INDUSFILA,,,,
INDUSINDBK,Financial Services,Financial Services,Banks,Private Sector Bank
INDUSTOWER,,,,
INEOSSTYRO,,,,
INFIBEAM,,,,
INFINITE,,,,
INFOBEAN,,,,
INFODRIVE,,,,
INFOMEDIA,,,,
INFRABEES,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
INFY,,,,
INGERRAND,,,,
INGVYSYABK,BANK ,,,
INNOIND,,,,
INOXLEISUR,,,,
INOXWIND,,,,
INSECTICID,,,,
INSPIRISYS,,,,
INTELLECT,,,,
INTENTECH,,,,
INTLCONV,,,,
INVENTURE,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
IOB,Financial Services,Financial Services,Banks,Public Sector Bank
IOC,,,,
IOLCP,,,,
IOLN,,,,
IONEXCHANG,,,,
IPCALAB,,,,
IPL,,,,
IPRINGLTD,,,,
IRB,,,,
IRCON,,,,
IRCTC,,,,
IRFC,Financial Services,Financial Services,Finance,Financial Institution
IRIS,,,,
IRISDOREME,,,,
ISEC,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
ISFT,,,,
ISGEC,,,,
ISMTLTD,,,,
ITBEES,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
ITC,,,,
ITDC,,,,
ITDCEM,,,,
ITI,,,,
IVC,Financial Services,Financial Services,Capital Markets,Asset Management Company
IVP,,,,
IVRCLAH,,,,
IVRCLINFRA,,,,
IVZINGOLD,INVESCO INDIA GOLD EXCHANGE TRADED FUND,,,
IVZINNIFTY,INVESCO INDIA NIFTY EXCHANGE TRADED FUND,,,
IWEL,,,,
IZMO,,,,
J&KBANK,Financial Services,Financial Services,Banks,Private Sector Bank
JAGRAN,,,,
JAGSNPHARM,,,,
JAIBALAJI,,,,
JAICORPLTD,,,,
JAIHINDPRO,,,,
JAINSTUDIO,,,,
JAIPURKURT,,,,
JAMNAAUTO,,,,
JASH,,,,
JAYAGROGN,,,,
JAYBARMARU,,,,
JAYNECOIND,,,,
JAYSREETEA,,,,
JBCHEPHARM,,,,
JBFIND,,,,
JBMA,,,,
JCHAC,,,,
JCTEL,,,,
JDORGOCHEM,,,,
JENSONICOL,,,,
JETAIRWAYS,,,,
JETFREIGHT,,,,
JEYPORE,,,,
JHS,,,,
JIKIND,,,,
JINDALPHOT,,,,
JINDALPOLY,,,,
JINDALSAW,,,,
JINDALSTEL,,,,
JINDCOT,,,,
JINDRILL,,,,
JINDWORLD,,,,
JISLDVREQS,,,,
JISLJALEQS,,,,
JITFINFRA,Utilities,Utilities,Other Utilities,Water Supply & Management
JIYAECO,,,,
JKCEMENT,,,,
JKIL,,,,
JKLAKSHMI,,,,
JKPAPER,,,,
JKTYRE,,,,
JMA,,,,
JMCPROJECT,,,,
JMFINANCIL,Financial Services,Financial Services,Finance,Investment Company
JMTAUTOLTD,,,,
JOCIL,,,,
JPASSOCIAT,,,,
JPINFRATEC,,,,
JPOLYINVST,Financial Services,Financial Services,Finance,Investment Company
JPPOWER,Utilities,Power,Power,Electric Utilities
JSL,,,,
JSLHISAR,,,,
JSWENERGY,Utilities,Power,Power,Electric Utilities
JSWHL,Financial Services,Financial Services,Finance,Investment Company
JSWISPAT,,,,
JSWISPL,,,,
JSWSTEEL,,,,
JTEKTINDIA,,,,
JTLINFRA,,,,
JUBLFOOD,,,,
JUBLINDS,,,,
JUBLINGREA,,,,
JUBLPHARMA,,,,
JUMBO,,,,
JUNIORBEES,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
JUPITER,,,,
JUSTDIAL,,,,
JVLAGRO,,,,
JWL,,,,
JYOTHYLAB,,,,
JYOTISTRUC,,,,
KABRAEXTRU,,,,
KAJARIACER,,,,
KAKATCEM,,,,
KALINDEE,,,,
KALPATPOWR,,,,
KALYANI,,,,
KALYANIFRG,,,,
KALYANKJIL,,,,
KAMATHOTEL,,,,
KAMDHENU,,,,
KANANIIND,,,,
KANDAGIRI,,,,
KANORICHEM,,,,
KANPRPLA,,,,
KANSAINER,,,,
KAPSTON,,,,
KARMAENG,Utilities,Power,Power,Electric Utilities
KARURKCP,,,,
KARURVYSYA,Financial Services,Financial Services,Banks,Private Sector Bank
KAUSHALYA,,,,
KAVVERITEL,,,,
KAYA,,,,
KBCGLOBAL,,,,
KBIL,Finance - General,,,
KCP,,,,
KCPSUGIND,,,,
KDDL,,,,
KDDL-RE,RE,,,
KEC,,,,
KECL,,,,
KEEPLEARN,,,,
KEERTI,,,,
KEI,,,,
KELLTONTEC,,,,
KEMROCK,,,,
KENNAMET,,,,
KERNEX,,,,
KESARENT,,,,
KESORAMIND,,,,
KEYFINSERV,Financial Services,Financial Services,Finance,Other Financial Services
KFA,,,,
KGL,,,,
KHADIM,,,,
KHAICHEM,,,,
KHAITANELE,,,,
KHAITANLTD,,,,
KHANDSE,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
KICL,Financial Services,Financial Services,Finance,Investment Company
KIL-RE,RE,,,
KILITCH,,,,
KIMS,,,,
KINETICMOT,,,,
KINGFA,,,,
KIOCL,,,,
KIRIINDUS,,,,
KIRLFER,,,,
KIRLOSBROS,,,,
KIRLOSENG,,,,
KIRLOSIND,,,,
KITEX,,,,
KITPLYIND,,,,
KKCL,,,,
KLGSYSTEL,,,,
KLRF,,,,
KMSUGAR,,,,
KNRCON,,,,
KOHINOOR,,,,
KOKUYOCMLN,,,,
KOLTEPATIL,,,,
KOPDRUGS,,,,
KOPRAN,,,,
KOTAKALPHA,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
KOTAKBANK,Financial Services,Financial Services,Banks,Private Sector Bank
KOTAKBKETF,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
KOTAKGOLD,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
KOTAKIT,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
KOTAKLOVOL,KOTAK NIFTY 100 LOW VOLATILITY 30 ETF,,,
KOTAKMID50,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
KOTAKNIFTY,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
KOTAKNV20,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
KOTAKPSUBK,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
KOTARISUG,,,,
KOTHARIPET,,,,
KOTHARIPRO,,,,
KOUTONS,,,,
KOVAI,,,,
KPIGREEN,Utilities,Power,Power,Electric Utilities
KPITTECH,,,,
KPRMILL,,,,
KRBL,,,,
KREBSBIO,,,,
KRIDHANINF,,,,
KRISHANA,,,,
KRISHNAENG,,,,
KRITI,,,,
KRITIIND,,,,
KRITIKA,,,,
KRSNAA,,,,
KSB,,,,
KSCL,,,,
KSE,,,,
KSERASERA,,,,
KSK,Power - Generation & Distribution,,,
KSL,,,,
KSOILS,,,,
KTIL,,,,
KTKBANK,Financial Services,Financial Services,Banks,Private Sector Bank
KUANTUM,,,,
KWALITY,,,,
L&TFH,Financial Services,Financial Services,Finance,Investment Company
L&TFH-RE,RE,,,
LAGNAM,,,,
LAKPRE,,,,
LAKSHMIEFL,,,,
LAKSHMIFIN,Non Banking Finance Company ,,,
LAKSHMIMIL,,,,
LAKSHVILAS,LAKSHMI VILAS BANK LIMITED,,,
LALPATHLAB,,,,
LAMBODHARA,,,,
LANCER,,,,
LAOPALA,,,,
LASA,,,,
LATENTVIEW,,,,
LAURUSLABS,,,,
LAXMICOT,,,,
LAXMIMACH,,,,
LCCINFOTEC,,,,
LEEL,,,,
LEMONTREE,,,,
LFIC,Financial Services,Financial Services,Finance,Investment Company
LGBBROSLTD,,,,
LGBFORGE,,,,
LIBAS,,,,
LIBERTSHOE,,,,
LICHSGFIN,Financial Services,Financial Services,Finance,Housing Finance Company
LICI,Financial Services,Financial Services,Insurance,Life Insurance
LICNETFGSC,LIC MF - LIC MF G-SEC LT ETF - GO,,,
LICNETFN50,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
LICNETFSEN,LIC MUTUAL FUND - LIC MF EXCHANGE TRADED FUND - SENSEX,,,
LICNFNHGP,LIC MF - LIC MF ETF - NIFTY 100,,,
LIKHITHA,,,,
LINC,,,,
LINCOLN,,,,
LINDEINDIA,,,,
LIQUIDBEES,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
LIQUIDETF,DSP NIFTY 1D RATE LIQUID ETF,,,
LITL,generation of power and trading in power,,,
LLOYDFIN,"provide services like stock broking, factoring, housing finance",,,
LML,,,,
LODHA,,,,
LOKESHMACH,,,,
LOTUSEYE,,,,
LOVABLE,,,,
LPDC,,,,
LSIL,,,,
LT,,,,
LTGILTBEES,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
LTI,,,,
LTTS,,,,
LUMAXAUTO,,,,
LUMAXIND,,,,
LUMAXTECH,,,,
LUPIN,,,,
LUXIND,,,,
LXCHEM,,,,
LYKALABS,,,,
LYPSAGEMS,,,,
M&M,,,,
M&MFIN,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
M&MFIN-RE,RE,,,
MAANALU,,,,
MACPOWER,,,,
MADHAV,,,,
MADHUCON,,,,
MADRASFERT,,,,
MAESGETF,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
MAFANG,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
MAFSETF,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
MAGADSUGAR,,,,
MAGNUM,,,,
MAHABANK,Financial Services,Financial Services,Banks,Public Sector Bank
MAHAPEXLTD,Financial Services,Financial Services,Finance,Other Financial Services
MAHASTEEL,,,,
MAHEPC,,,,
MAHESHWARI,,,,
MAHINDCIE,,,,
MAHINDUGIN,,,,
MAHKTECH,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
MAHLIFE,,,,
MAHLOG,,,,
MAHSCOOTER,,,,
MAHSEAMLES,,,,
MAITHANALL,,,,
MAKE,,,,
MALLCOM,,,,
MALUPAPER,,,,
MALWACOTT,,,,
MAM150ETF,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
MAMFGETF,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
MAN50ETF,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
MANAKALUCO,,,,
MANAKCOAT,,,,
MANAKSIA,,,,
MANAKSTEEL,,,,
MANALIPETC,,,,
MANAPPURAM,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
MANDHANA,,,,
MANGALAM,,,,
MANGCHEFER,,,,
MANGLMCEM,,,,
MANGTIMBER,,,,
MANINDS,,,,
MANINFRA,,,,
MANJEERA,,,,
MANJUSHREE,,,,
MANORG,,,,
MANPASAND,,,,
MANUGRAPH,,,,
MANXT50,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY NEXT 50 ETF (MANXT50) - MI,,,
MANYAVAR,,,,
MAPMYINDIA,,,,
MARALOVER,,,,
MARATHON,,,,
MARG,,,,
MARICO,,,,
MARINE,,,,
MARKSANS,,,,
MARSHALL,,,,
MARUTI,,,,
MASFIN,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
MASKINVEST,Financial Services,Financial Services,Finance,Investment Company
MASPTOP50,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
MASTEK,,,,
MATRIMONY,,,,
MAWANASUG,,,,
MAXHEALTH,,,,
MAXIND,Financial Services,Financial Services,Finance,Holding Company
MAXINDIA,Financial Services,Financial Services,Finance,Holding Company
MAXVIL,Financial Services,Financial Services,Finance,Holding Company
MAYURUNIQ,,,,
MAZDA,,,,
MAZDOCK,,,,
MBAPL,,,,
MBECL,,,,
MBLINFRA,,,,
MCDHOLDING,investment holding company,,,
MCDOWELL-N,,,,
MCL,,,,
MCLEODRUSS,,,,
MCX,Financial Services,Financial Services,Capital Markets,Exchange and Data Platform
MEDICAMEQ,,,,
MEDICO,,,,
MEDPLUS,,,,
MEGA-RE,RE,,,
MEGASOFT,,,,
MEGASTAR,,,,
MEGH,,,,
MELSTAR,,,,
MENONBE,,,,
MEP,,,,
MERCATOR,,,,
METALFORGE,,,,
METKORE,,,,
METROBRAND,,,,
METROPOLIS,,,,
MFL,,,,
MFSL,Financial Services,Financial Services,Insurance,Life Insurance
MGEL,,,,
MGL,,,,
MGOLD,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL MOST SHARES GOLD ETF,,,
MHLXMIRU,,,,
MHRIL,,,,
MIC,,,,
MICEL,,,,
MICROTECH,,,,
MID150BEES,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
MIDHANI,,,,
MINDA-RE,RE,,,
MINDACORP,,,,
MINDAIND,,,,
MINDTECK,,,,
MINDTREE,,,,
MIRCELECTR,,,,
MIRZAINT,,,,
MITCON,,,,
MITTAL,,,,
MMFL,,,,
MMP,,,,
MMTC,,,,
MMWL,,,,
MODIRUBBER,,,,
MODISNME,,,,
MOGSEC,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
MOHITIND,,,,
MOHOTAIND,,,,
MOIL,,,,
MOKSH,,,,
MOL,,,,
MOLDTECH,,,,
MOLDTEK-RE,RE,,,
MOLDTKPAC,,,,
MOLOWVOL,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
MOM100,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
MOM50,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
MOMOMENTUM,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY 200 MOMENTUM 30 ETF,,,
MON100,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
MONARCH,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
MONNETISPA,,,,
MONQ50,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
MONSANTO,,,,
MONTECARLO,,,,
MORARJEE,,,,
MORARJETEX,,,,
MOREPENLAB,,,,
MOSERBAER,,,,
MOTHERSON,,,,
MOTILALOFS,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
MOTOGENFIN,Non Banking Finance Company,,,
MPHASIS,,,,
MPSLTD,,,,
MRF,,,,
MRO-TEK,,,,
MRPL,,,,
MSPL,,,,
MSTCLTD,,,,
MSUMI,,,,
MTARTECH,,,,
MTEDUCARE,,,,
MTNL,,,,
MUKANDENGG,,,,
MUKANDLTD,,,,
MUKTAARTS,,,,
MUNJALAU,,,,
MUNJALSHOW,,,,
MURLIIND,,,,
MURUDCERA,,,,
MUTHOOTCAP,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
MUTHOOTFIN,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
MVL,,,,
MYSOREBANK,STATE BANK OF MYSORE,,,
NACLIND,,,,
NAGAFERT,,,,
NAGARFERT,,,,
NAGAROIL,,,,
NAGREEKCAP,Financial Services,Financial Services,Finance,Investment Company
NAGREEKEXP,,,,
NAHARCAP,Financial Services,Financial Services,Finance,Investment Company
NAHARINDUS,,,,
NAHARPOLY,,,,
NAHARSPING,,,,
NAKODA,,,,
NAM-INDIA,Financial Services,Financial Services,Capital Markets,Asset Management Company
NANDAN,,,,
NATCOPHARM,,,,
NATHBIOGEN,,,,
NATIONALUM,,,,
NATNLSTEEL,,,,
NAUKRI,,,,
NAVINFLUOR,,,,
NAVKARCORP,,,,
NAVNETEDUL,,,,
NAZARA,,,,
NBCC,,,,
NBIFIN,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
NBVENTURES,Utilities,Power,Power,Electric Utilities
NCC,,,,
NCLIND,,,,
NCOPPER,,,,
NDGL,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
NDL,,,,
NDRAUTO,,,,
NDTV,,,,
NECCLTD,,,,
NECLIFE,,,,
NEHAINT,,,,
NELCAST,,,,
NELCO,,,,
NEOCORP,,,,
NEOGEN,,,,
NEPCMICON,,,,
NESCO,,,,
NESTLEIND,,,,
NET4,,,,
NETF,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
NETFDIVOPP,ETF,,,
NETWORK18,,,,
NEULANDLAB,,,,
NEWGEN,,,,
NEXTMEDIA,,,,
NFL,,,,
NGCT,,,,
NGIL,,,,
NGIL-RE,RE,,,
NH,,,,
NHPC,Utilities,Power,Power,Electric Utilities
NIACL,Financial Services,Financial Services,Insurance,General Insurance
NIBL,,,,
NICCO,,,,
NIF100BEES,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
NIFTYBEES,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
NIFTYEES,EDELWEISS ETF - NIFTY 50,,,
NIITLTD,,,,
NILAINFRA,,,,
NILASPACES,,,,
NILKAMAL,,,,
NIPPOBATRY,,,,
NIRAJ,,,,
NIRMA,,,,
NISSAN,,,,
NITCO,,,,
NITESHEST,,,,
NITINFIRE,,,,
NITINSPIN,,,,
NITIRAJ,,,,
NIVINFRA,,,,
NKIND,,,,
NLCINDIA,Utilities,Power,Power,Electric Utilities
NMDC,,,,
NOCIL,,,,
NOESISIND,,,,
NOIDATOLL,,,,
NOL,,,,
NORBTEAEXP,,,,
NORTHGATE,,,,
NOVARTIND,,,,
NOVOPANIND,,,,
NPBET,TATA NIFTY PRIVATE BANK EXCHANGE TRADED FUND,,,
NRAIL,,,,
NRBBEARING,,,,
NRC,,,,
NSIL,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
NTL,,,,
NTPC,Utilities,Power,Power,Electric Utilities
NUCHEM,,,,
NUCLEUS,,,,
NURECA,,,,
NUTEK,,,,
NUVOCO,,,,
NV20BEES,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
NXTDIG-RE,RE,,,
NXTDIGITAL,,,,
NYKAA,,,,
OAL,,,,
OBCL,,,,
OBEROIRLTY,,,,
OCCL,,,,
OCL,,,,
OCLINDIA,,,,
OFSS,,,,
OIL,,,,
OILCOUNTUB,,,,
OISL,,,,
OLECTRA,,,,
OMAXAUTO,,,,
OMAXE,,,,
OMINFRAL,,,,
OMKARCHEM,,,,
OMNITECH,,,,
ONELIFECAP,Financial Services,Financial Services,Finance,Other Financial Services
ONEPOINT,,,,
ONGC,,,,
ONMOBILE,,,,
ONWARDTEC,,,,
OPTIEMUS,,,,
OPTOCIRCUI,,,,
ORBITCORP,,,,
ORBTEXP,,,,
ORCHIDPHAR,,,,
ORCHPHARMA,,,,
ORICONENT,,,,
ORIENTABRA,,,,
ORIENTALTL,,,,
ORIENTBANK,ORIENTAL BANK OF COMMERCE,,,
ORIENTBELL,,,,
ORIENTCEM,,,,
ORIENTELEC,,,,
ORIENTHOT,,,,
ORIENTLTD,,,,
ORIENTPPR,,,,
ORISSAMINE,,,,
ORTEL,,,,
ORTINLAB,,,,
ORTINLABSS,,,,
OSWALAGRO,,,,
OSWALMIN,,,,
OUDHSUG,,,,
PAEL,,,,
PAGEIND,,,,
PAISALO,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
PALASHSECU,Holding Company,,,
PALRED,,,,
PALREDTEC,,,,
PALREDTECH,,,,
PANACEABIO,,,,
PANACHE,,,,
PANAMAPET,,,,
PANASONIC,,,,
PANCARBON,,,,
PANCHSHEEL,,,,
PANORAMUNI,,,,
PANSARI,,,,
PAR,,,,
PARABDRUGS,,,,
PARACABLES,,,,
PARADEEP,,,,
PARAGMILK,,,,
PARAL,,,,
PARAPRINT,,,,
PARAS,,,,
PARASPETRO,,,,
PAREKHPLAT,,,,
PARRYSUGAR,,,,
PARSVNATH,,,,
PASUPTAC,,,,
PATELENG,,,,
PATINT-RE,RE,,,
PATINT-RE1,RE,,,
PATINTLOG,,,,
PATNI,,,,
PATSPINLTD,,,,
PAYTM,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech)
PBAINFRA,,,,
PCBL,,,,
PCJEWELLER,,,,
PDMJEPAPER,,,,
PDPL,,,,
PDSL,,,,
PEACOCKIND,,,,
PEARLPOLY,,,,
PEL,Financial Services,Financial Services,Finance,Other Financial Services
PENIND,,,,
PENINLAND,,,,
PENPEBS,,,,
PEPL,,,,
PERIATEA,,,,
PERSISTENT,,,,
PETRONENGG,,,,
PETRONET,,,,
PFC,Financial Services,Financial Services,Finance,Financial Institution
PFIZER,,,,
PFOCUS,,,,
PFS,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
PGEL,,,,
PGHH,,,,
PGHL,,,,
PGIL,,,,
PHARMABEES,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
PHOENIXLL,,,,
PHOENIXLTD,,,,
PIDILITIND,,,,
PIIND,,,,
PILANIINV,Non- Banking Financial Company,,,
PILANIINVS,Non- Banking Financial Company,,,
PILITA,,,,
PINCON,,,,
PIONDIST,,,,
PIONEEREMB,,,,
PIRGLASS,,,,
PIRPHYTO,,,,
PITTIENG,,,,
PIXTRANS,,,,
PKTEA,,,,
PLASTIBLEN,,,,
PLETHICO,,,,
PNB,Financial Services,Financial Services,Banks,Public Sector Bank
PNBGILTS,Financial Services,Financial Services,Finance,Investment Company
PNBHOUSING,Financial Services,Financial Services,Finance,Housing Finance Company
PNC,,,,
PNCINFRA,,,,
PNEUMATIC,investment company,,,
POCHIRAJU,,,,
PODDARHOUS,,,,
PODDARMENT,,,,
POKARNA,,,,
POLARIND,,,,
POLARIS,,,,
POLICYBZR,,,,
POLYCAB,,,,
POLYMED,,,,
POLYPLEX,,,,
PONDYOXIDE,,,,
PONNIERODE,,,,
POONAWALLA,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
POWERGRID,Utilities,Power,Power,Power - Transmission
POWERINDIA,,,,
POWERMECH,,,,
PPAP,,,,
PPL,,,,
PRABHAT,,,,
PRADIP,,,,
PRAENG,,,,
PRAJIND,,,,
PRAKASH,,,,
PRAKASHSTL,,,,
PRATIBHA,,,,
PRAXIS,,,,
PRAXIS-RE,RE,,,
PRECAM,,,,
PRECOT,,,,
PRECWIRE,,,,
PREMEXPLN,,,,
PREMIER,,,,
PREMIERPOL,,,,
PRESSMN,,,,
PRESTIGE,,,,
PRICOL,,,,
PRICOL-RE,RE,,,
PRICOLLTD,,,,
PRIMESECU,Financial Services,Financial Services,Finance,Other Financial Services
PRINCEPIPE,,,,
PRITHVI,,,,
PRITHVISOF,"offers foreign exchange, money changing and money transfer services",,,
PRITI,,,,
PRITIKAUTO,,,,
PRIVISCL,,,,
PROSEED,,,,
PROVOGE,,,,
PROVOGUE,,,,
PROZONINTU,,,,
PRSMJOHNSN,,,,
PRUDENT,Financial Services,Financial Services,Capital Markets,Financial Products Distributor
PSB,Financial Services,Financial Services,Banks,Public Sector Bank
PSL,,,,
PSPPROJECT,,,,
PSUBNKBEES,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
PTC,Utilities,Power,Power,Power Trading
PTL,,,,
PUNJABCHEM,,,,
PUNJLLOYD,,,,
PURVA,,,,
PVP,,,,
PVR,,,,
PVR-RE,RE,,,
QGOLDHALF,QUANTUM GOLD FUND -EXCHANGE TRADED FUND (ETF),,,
QNIFTY,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
QUESS,,,,
QUICKHEAL,,,,
QUINTEGRA,,,,
RADAAN,,,,
RADICO,,,,
RADIOCITY,,,,
RAILTEL,,,,
RAIN,,,,
RAINBOW,,,,
RAINBOWPAP,,,,
RAJESHEXPO,,,,
RAJMET,,,,
RAJOIL,,,,
RAJPALAYAM,,,,
RAJRATAN,,,,
RAJRAYON,,,,
RAJRILTD,,,,
RAJSREESUG,,,,
RAJTV,,,,
RAJVIR,,,,
RALLIS,,,,
RAMANEWS,,,,
RAMASTEEL,,,,
RAMCOCEM,,,,
RAMCOIND,,,,
